HGT1-5,,HGT1-4,,HGT1-1,,HGT1-2,,HGT1-3,
X,Y,X,Y,X,Y,X,Y,X,Y
13.718137851683174,2839.8748182920835,17.008245129071845,3477.403405460959,10.153854967845433,3471.977630251011,8.117121891366736,3214.1757967040603,16.18571830972467,3005.360962195494
16.368502047357374,3147.7875614566256,21.12087922580769,4238.368378656148,12.073084212988825,3597.4486819810554,12.347259819437888,3332.5352073553513,18.65329876776618,3290.2141607177573
16.18571830972467,3005.360962195494,22.32725189418354,4416.605094302935,14.65033491360996,3684.1254409599724,17.28242073552091,3501.8193939057246,20.57252801290958,3404.155440126662
17.28242073552091,4222.0910530263045,21.669230438705803,4315.6856753979055,16.734069522622782,3786.672592427987,20.57252801290958,3638.5489291964104,21.669230438705803,3485.5420682758804
17.83077194841902,4511.013582956029,23.17719627417562,4549.672231326907,18.379123161317132,3859.9205577622834,25.78186453544165,3826.00946270011,27.426918174135984,3874.8414395896407
18.379123161317132,4922.01605510958,23.86263529029825,4702.272159106691,21.395054832256754,3931.8120792940936,29.071971812830334,3916.8911974667362,30.442849845075607,3959.2122441043302
19.293041849480637,5343.8700776830265,24.95933771609449,4830.456098441709,24.685162109645425,4017.2680388507724,35.29967487360175,4128.883986026844,35.652186367607676,4030.832476875642
18.927474374215244,5129.551956890085,25.78186453544165,4964.065812986676,27.975269387034096,4076.951566160198,38.39394243209825,4190.892845569104,40.038996070792585,4076.951566160198
20.024176800011467,5564.970417488403,27.701093780585047,5076.650648593094,31.26537666442278,4114.931992629834,41.68404970948692,4230.229715841226,43.329103348181256,4106.793329814912
20.57252801290958,5764.367656453987,29.894498632177495,5278.082553262409,41.13569849658881,4224.803940631278,54.84447881904163,4387.577196929714,46.61921062556994,4129.85287445719
21.12087922580769,5894.5862614927355,32.08790348376994,5396.500097219521,44.425805773977494,4256.906443956803,58.134586096430304,4420.131848189401,49.90931790295861,4147.4866438895215
21.852014176338507,6160.449246780182,34.281308335362404,5499.861114969028,54.29612760614352,4273.635917520809,60.602166554471815,4448.617168041627,53.1994251803473,4163.763969519365
22.491757258052978,6413.426015944002,36.84028066222026,5616.96742991707,74.03677127047558,4250.5763728785305,65.53732747055483,4484.969861948279,56.68537217662816,4190.117734824826
23.04010847095109,6553.817949501403,39.49064485789447,5713.501013860726,77.32687854786425,4262.784367100913,71.29501520598501,4489.310482116237,74.03677127047558,4250.5763728785305
24.04541902793097,6776.274733109265,42.780752135283144,5780.102404562836,80.61698582525295,4266.853698508374,74.58512248337368,4525.934464783385,77.32687854786425,4262.784367100913
24.685162109645425,6981.097747284797,45.87501969377964,5839.16584327684,83.90709310264162,4269.566586113348,77.87522976076238,4553.063340833125,80.61698582525295,4266.853698508374
25.5076889289926,7074.692369656398,49.3609666900605,5890.516930085275,87.1972003800303,4274.992361323296,81.16533703815105,4577.47932927789,83.90709310264162,4269.566586113348
26.238823879523416,7251.030063979704,52.651073967449186,5924.880173081612,89.11642962517368,4283.131024138218,84.45544431553972,4601.895317722656,87.1972003800303,4274.992361323296
27.426918174135984,7436.862864920418,55.94118124483786,5947.487569789728,93.77741493480764,4281.096358434486,89.11642962517368,4624.954862364933,89.11642962517368,4283.131024138218
28.523620599932208,7558.942807144245,59.23128852222653,5968.2863747611955,116.80816587652839,4258.715035693453,94.38060126899558,4654.254048498653,110.22795132175102,4340.101663842671
29.894498632177495,7668.8147551456905,62.52139579961521,5989.537327666823,120.09827315391706,4258.715035693453,97.06752221219634,4669.717507847004,113.51805859913972,4344.170995250131
31.26537666442278,7762.4093775172905,65.81150307700389,6005.8146532966675,123.38838043130573,4256.002148088478,101.45433191538123,4692.777052489282,116.80816587652839,4359.091877077489
33.45878151601523,7879.06354453117,69.10161035439256,6001.745321889206,126.67848770869443,4250.5763728785305,104.7444391927699,4706.341490514152,120.09827315391706,4371.2998712998715
36.748888793403914,7904.835976778422,72.39171763178123,6012.596872309103,129.9685949860831,4258.715035693453,108.03454647015857,4718.549484736534,123.38838043130573,4376.725646509819
40.038996070792585,7851.934668481431,75.68182490916993,6028.648123971865,133.25870226347178,4258.715035693453,111.32465374754727,4736.1832541688655,126.67848770869443,4387.577196929714
43.05492774173221,7769.734174050721,78.9719321865586,6044.2472277004645,136.54880954086045,4258.715035693453,114.61476102493594,4752.460579798709,129.9685949860831,4390.2900845346885
45.52250819977372,7683.057415071803,82.26203946394727,6044.2472277004645,139.83891681824912,4258.715035693453,117.90486830232462,4766.025017823578,133.25870226347178,4403.854522559558
47.715913051366165,7583.358795589011,88.84225401872465,6045.829745470033,143.12902409563782,4258.715035693453,121.19497557971329,4786.371674860882,136.54880954086045,4405.210966362045
49.635142296509564,7487.051285612436,92.13236129611332,6051.933742581225,146.4191313730265,4258.715035693453,124.48508285710196,4802.649000490726,139.83891681824912,4418.7754043869145
51.2801959352039,7394.813107043323,95.42246857350199,6053.2901863837105,149.70923865041516,4265.497254705888,127.77519013449066,4820.282769923057,143.12902409563782,4421.488291991888
53.1994251803473,7294.436265659287,98.71257585089066,6045.151523568789,152.99934592780383,4273.635917520809,131.06529741187933,4829.7778765404655,146.4191313730265,4430.983398609297
55.667005638388794,7191.889114191272,102.00268312827933,6037.012860753868,156.2894532051925,4274.992361323296,134.355404689268,4846.05520217031,149.70923865041516,4439.122061424219
58.134586096430304,7093.004360989972,105.29279040566803,6019.379091321536,159.5795604825812,4276.348805125783,137.64551196665667,4859.619640195179,152.99934592780383,4452.686499449089
60.87634216092088,6994.662185309667,108.5828976830567,6003.101765691694,162.86966775996987,4288.556799348165,140.93561924404534,4875.896965825023,156.2894532051925,4456.755830856549
63.52670635659509,6909.206225752988,111.87300496044537,5989.537327666823,166.15977503735854,4291.26968695314,144.22572652143404,4892.174291454867,159.5795604825812,4468.963825078932
65.81150307700389,6808.151162467709,115.16311223783404,5984.111552456876,168.90153110184912,4291.26968695314,147.24165819237365,4899.634732368545,162.86966775996987,4478.458931696341
67.18238110924918,6708.452542984916,118.45321951522274,5975.972889641954,173.288340805034,4287.200355545679,157.38615563098875,4935.58049313445,166.15977503735854,4483.8847069062895
68.55325914149446,6541.60995527902,121.74332679261141,5975.972889641954,177.1267992953208,4274.992361323296,160.67626290837742,4941.0062683443975,169.4498823147472,4493.3798135236975
71.29501520598501,6344.925603918409,125.03343407000008,5982.755108654388,182.06196021140383,4258.715035693453,163.9663701857661,4951.857818764293,172.73998959213588,4502.8749201411065
74.58512248337368,6249.974537744321,128.32354134738875,5990.893771469311,184.5295406694453,4258.715035693453,167.3113125844446,4966.77870059165,176.03009686952458,4512.370026758515
77.87522976076238,6159.092802977695,131.61364862477743,6001.745321889206,189.7388771919774,4241.081266261122,170.54658474054344,4983.056026221493,179.51604386580541,4533.104239167959
81.16533703815105,6080.419062433451,134.90375590216613,6013.049020243265,193.02898446936607,4203.100839791487,173.83669201793214,4992.551132838902,184.80371627589437,4542.211790413228
84.45544431553972,6023.448422728998,138.1938631795548,6027.969902070621,196.31909174675474,4175.9719637417475,178.22350172111703,5006.115570863772,194.67403810806042,4561.202003648046
87.47137598647936,5959.6955640121105,141.48397045694347,6041.082192161328,199.60919902414344,4162.407525716877,181.5136089985057,5012.897789876207,197.9641453854491,4572.053554067942
92.68071250901141,5883.734711072841,144.77407773433214,6041.082192161328,202.89930630153208,4144.773756284547,184.80371627589437,5025.1057840985895,201.25425266283776,4576.122885475403
95.42246857350199,5811.164967639787,148.0641850117208,6034.299973148894,206.18941357892078,4144.773756284547,188.09382355328304,5040.026665925946,204.54435994022646,4588.330879697785
97.61587342509443,5709.431682453265,151.3542922891095,6010.788280572453,209.47952085630948,4139.347981074599,191.38393083067174,5056.303991555789,207.8344672176151,4600.538873920168
99.80927827668688,5607.698397266742,154.64439956649818,6005.362505362505,212.76962813369812,4135.278649667139,194.67403810806042,5071.224873383146,211.1245744950038,4600.538873920168
102.27685873472839,5507.185911502458,157.93450684388685,6003.101765691694,219.34984268847546,4135.278649667139,197.9641453854491,5084.789311408016,214.4146817723925,4610.033980537577
105.01861479921897,5411.14969028638,161.22461412127552,5992.250215271797,225.93005724325286,4143.417312482061,201.25425266283776,5099.710193235373,217.70478904978114,4618.172643352499
108.03454647015857,5314.028314028314,164.5147213986642,5992.250215271797,229.2201645206415,4129.85287445719,204.54435994022646,5114.631075062729,220.99489632716984,4627.667749969907
111.32465374754727,5236.711017286556,167.8048286760529,5992.250215271797,232.5102717980302,4128.4964306547035,207.8344672176151,5128.195513087599,224.28500360455848,4641.232187994778
114.61476102493594,5153.967945334851,171.09493595344156,5993.606659074285,235.8003790754189,4117.644880234808,212.76962813369812,5147.1857263224165,227.57511088194718,4658.865957427108
117.90486830232462,5106.492412247808,174.38504323083023,5992.250215271797,239.09048635280755,4109.506217419886,216.60808662398495,5160.750164347286,230.86521815933588,4671.0739516494905
121.19497557971329,5088.858642815477,177.6751505082189,5987.276587996012,242.38059363019624,4100.011110802478,219.8981939013736,5171.601714767182,234.15532543672452,4681.925502069386
125.03343407000008,5120.0568502726765,180.9652577856076,5985.015848325201,245.6707009075849,4087.803116580095,223.1883011787623,5196.017703211948,237.44543271411322,4684.63838967436
134.90375590216613,5204.156366026869,184.25536506299628,5980.94651691774,248.9608081849736,4079.6644537651728,226.47840845615093,5204.156366026869,240.73553999150187,4695.489940094256
138.1938631795548,5156.6808329398245,187.54547234038495,5988.1808838643365,252.2509154623623,4079.6644537651728,229.76851573353963,5217.720804051738,244.02564726889057,4698.20282769923
141.48397045694347,5098.353749432886,190.83557961777362,5994.963102876771,255.54102273975093,4078.308009962686,233.05862301092833,5224.503023064173,247.31575454627927,4710.410821921612
